run,fen,model,llm_bestmove,fen_valid,llm_move_valid
,bN6/2N2n2/1b1qP3/K4P2/3k4/B3Q3/8/2n3N1 w - - 0 1,qwen25,d5d4,True,False
,4B2r/6R1/8/8/4P3/2K5/N7/k1q5 w - - 0 1,qwen25,g1f3,True,False
,2Q2RQ1/1R5K/3b2P1/n5q1/1k1P4/6R1/nR4R1/6N1 w - - 0 1,qwen25,h7h8q,True,False
,N1R2q2/1b6/1Rk2B2/2b1bp2/3K2R1/1Qq1Q2n/8/1n5B w - - 0 1,qwen25,d2d4,True,False
,4K3/7N/5b2/7N/k7/8/8/7b w - - 0 1,qwen25,d2d4,True,False
,1Kn5/5b2/kp5q/6B1/6Q1/b7/1p1r2B1/4Q3 w - - 0 1,qwen25,h8g6,True,False
,1Q1bq3/r3p1B1/RRK1rp1q/R2b2k1/r3N3/8/NQ1R4/3bbQ1r w - - 0 1,qwen25,d5d4,True,False
,8/8/4r1Q1/1p6/8/1n1r4/k3B3/3K2B1 w - - 0 1,qwen25,d5d4,True,False
,Q2rQR1R/Nnk4P/1n2R3/1n3Rn1/2Q5/1B6/N1Rn4/1QK3bb w - - 0 1,qwen25,d7d5,True,False
,2K5/8/2nk4/8/8/PQ2n3/1P6/5q2 w - - 0 1,qwen25,d7d5,True,False
,2b1R3/4r1Qn/2P1B1q1/5P1Q/Bk1pP3/2P5/2Kp4/2Q4R w - - 0 1,qwen25,d7d5,True,False
,q4rN1/p1K2B2/R1Qqpr2/r7/5PR1/2b2Q2/N7/q3k1B1 w - - 0 1,qwen25,d5d4,True,False
,3b1R2/1Q3k2/7n/7b/2K5/2n2p2/B1bR4/3q4 w - - 0 1,qwen25,d7d6,True,False
,7B/1K1Q4/4b3/8/8/4k3/b1p3B1/4Bnr1 w - - 0 1,qwen25,d5d4,True,False
,8/3K4/R4nR1/Q5p1/5k1b/4B3/Pp2n2N/6Q1 w - - 0 1,qwen25,d7d5,True,False
,2N3r1/N2kQ3/p2BnqNp/1K1rR3/1Qr3P1/3RQN2/7r/1B5r w - - 0 1,qwen25,d2d4,True,False
,2k5/K7/3B4/3p4/1R6/8/2P5/B7 w - - 0 1,qwen25,d2d4,True,False
,3kRB1Q/1B6/p7/B3qP1N/2K3pr/8/p6Q/Q2rn3 w - - 0 1,qwen25,d5d4,True,False
,R5q1/8/2rB4/3K4/4b2P/1b3q2/1b2k3/B1Q5 w - - 0 1,qwen25,d7d5,True,False
,8/2n5/q6n/1Kk2n2/1R6/3B4/5N2/7Q w - - 0 1,qwen25,d5d4,True,False
,8/1Bn5/1b1n3R/1R1bk3/b7/P4p1K/2r5/n5N1 w - - 0 1,qwen25,d5d4,True,False
,Q1QQ4/p5q1/5P1B/Q2B1r2/K6P/1N3R2/1k2B3/q3N3 w - - 0 1,qwen25,d2d4,True,False
,8/8/2K5/3Q4/5Bk1/8/2r2Q1R/8 w - - 0 1,qwen25,d2d4,True,False
,B1qR4/6p1/2qPQ3/8/Kk2b2P/1p1PP2Q/1n4r1/1nq5 w - - 0 1,qwen25,d2d4,True,False
,k1N3br/2R1p3/R6B/2b5/Q2pQ3/4NK2/1r5r/2b2Q2 w - - 0 1,qwen25,d5d4,True,False
,2N3B1/Q3p1R1/6K1/NpQk2Q1/3Q1nQ1/2NQ2b1/8/2R5 w - - 0 1,qwen25,d5d4,True,False
,4b3/8/1N2n2N/PP3Pnp/BBp1b1B1/n7/4k1K1/1N4R1 w - - 0 1,qwen25,d5d4,True,False
,5B2/k4P2/6n1/3b2P1/6b1/7K/8/8 w - - 0 1,qwen25,d5d4,True,False
,5Q2/Q4k2/8/1B6/5PK1/1R5q/1bq5/4B3 w - - 0 1,qwen25,d7d5,True,False
,8/1q5n/5B2/pQP1Rb1P/1b1B2k1/4N1K1/1n2rb2/6qN w - - 0 1,qwen25,d5d4,True,False
,N7/5Q2/3R2r1/5PK1/1B4bk/8/1B5p/1N6 w - - 0 1,qwen25,d5d4,True,False
,1R6/1K5b/r2Q4/2qBp2Q/1k3n2/1b2B3/BRBp3Q/5N1Q w - - 0 1,qwen25,d7d5,True,False
,4b3/8/7K/1q6/5k2/8/Pp6/1bn5 w - - 0 1,qwen25,d2d4,True,False
,5nB1/1RK3P1/8/B5B1/3k4/4q3/4b3/8 w - - 0 1,qwen25,d7d5,True,False
,1K6/Q6P/bkn2r2/p7/3q2p1/7b/6p1/3q1R1N w - - 0 1,qwen25,h7h6,True,False
,3K4/4P1n1/7r/3B4/n1B5/qPk5/8/Q7 w - - 0 1,qwen25,d5d4,True,False
,8/8/Bq5K/8/8/3N4/R7/6kR w - - 0 1,qwen25,d7d5,True,False
,b3r3/q3q1N1/4b3/n3Q3/8/k5n1/q1q1K3/4r3 w - - 0 1,qwen25,d5d4,True,False
,2Q4k/3BB3/7R/qP6/8/8/K2n4/8 w - - 0 1,qwen25,h7h8,True,False
,7r/QK1q3r/nB2k1N1/Nn6/1N2r1Q1/8/8/4bq1R w - - 0 1,qwen25,d5d4,True,False
,1br1qN1q/7N/5RKq/2P4P/P3Q3/1B3q2/4QQ2/1bR3k1 w - - 0 1,qwen25,d5e4,True,False
,6R1/3B1b2/PK2b3/2r1Q3/8/pB6/4R1kq/3n2R1 w - - 0 1,qwen25,d7d5,True,False
,1Nq2Q1K/r1r3R1/1p2bN2/8/2Q1Qn2/2Qk2Rp/1r2nQ1N/3B4 w - - 0 1,qwen25,d5d4,True,False
,3r4/6N1/6N1/2NN1B1k/7n/NB6/1n2K3/r5Qq w - - 0 1,qwen25,d8d7,True,False
,3kRb2/5P2/q1P1p3/2q4p/5KP1/bp3QB1/5N2/B6b w - - 0 1,qwen25,d7d5,True,False
,3k1rQ1/8/6b1/5QB1/5b1B/P5qB/1n1KRB2/2bR3N w - - 0 1,qwen25,d7d5,True,False
,8/1P6/NQ3r2/8/5k2/1K3n2/4N3/3r1N2 w - - 0 1,qwen25,d7d5,True,False
,r7/4K3/5n1q/Q2p3n/kN2B1B1/2pn2bq/nr5r/4bNbn w - - 0 1,qwen25,d5d4,True,False
,R3Kn2/1R2N3/2B2P2/2Qrr1P1/3pk3/2P2P2/BP2nB2/2R4b w - - 0 1,qwen25,d2d4,True,False
,8/8/1k6/5b2/1n1K4/3Bb3/7R/5b2 w - - 0 1,qwen25,d5d4,True,False
,8/P7/3P4/7K/r7/b2B4/Bq3Q2/1k1b4 w - - 0 1,qwen25,h7h8,True,False
,2bn4/7P/k7/1Q2pK2/6Q1/r1Rrr2N/Q1Pn3Q/1Bb1B2B w - - 0 1,qwen25,d5d4,True,False
,Q2nr2N/P7/5Qk1/2qn4/1p2R3/1nN1rqb1/8/Kq3Q2 w - - 0 1,qwen25,d7d5,True,False
,1n6/8/1n5k/n7/N3q2K/2b2R2/8/8 w - - 0 1,qwen25,d2d4,True,False
,2n5/7r/K7/5p2/7P/2B5/2B2q1N/q4k2 w - - 0 1,qwen25,d5d4,True,False
,RkNb2NN/1b3qB1/KNRn4/5q2/Pp2Q3/1Q6/1Q6/1B5r w - - 0 1,qwen25,d7d5,True,False
,5kn1/6R1/2P1q2r/1KR2R2/2N5/5rp1/r4B2/6n1 w - - 0 1,qwen25,h7h6,True,False
,rR1N3q/bBkn1b2/B2Bn3/3P4/8/6B1/2B2NN1/1Kb4n w - - 0 1,qwen25,d5d4,True,False
,4n2Q/2qKQ1p1/2N1P1Q1/8/4Q3/3PpQ2/Q2N4/1NrkQ2Q w - - 0 1,qwen25,d5d4,True,False
,5q2/2p4R/2BN3R/5B2/1Q2B3/2PK4/3q4/3QN1kN w - - 0 1,qwen25,h7h6,True,False
,Q3n3/4PN2/p1N3Pk/2R3r1/1pn2B2/P1R1r3/N1n4K/4Bb2 w - - 0 1,qwen25,d5d4,True,False
,r5N1/8/4N3/2b5/6b1/5pR1/4q1K1/5k2 w - - 0 1,qwen25,d2d4,True,False
,8/5k2/p6P/r4n1K/3q4/8/8/8 w - - 0 1,qwen25,d7d5,True,False
,3R3q/1N1P1k2/bb5r/4P3/5n2/r1Br3b/1p6/1qQNq1BK w - - 0 1,qwen25,d5d4,True,False
,8/8/2p1b1kB/8/8/5Q2/5r2/1b1KR3 w - - 0 1,qwen25,d7d5,True,False
,1N3rb1/5r2/1R1R1nQR/1pnKbq2/Nn2k3/4rR2/1b2N3/6Q1 w - - 0 1,qwen25,d2d4,True,False
,7b/n7/2b2b2/8/1N6/R3K3/k2r1p2/8 w - - 0 1,qwen25,d5d4,True,False
,8/8/r5b1/6n1/Q7/1k2p2q/B1K2N2/7B w - - 0 1,qwen25,d5d4,True,False
,1rNrN3/4n2n/p7/K3n3/3qr3/3k2R1/3bp3/7r w - - 0 1,qwen25,d5d4,True,False
,4N3/R3r2P/8/4B3/Np1q1q2/1R5q/5R2/1b4kK w - - 0 1,qwen25,d5d4,True,False
,8/P1B4k/qB6/5qR1/q3R3/4bN1B/bK6/2Bn1Q2 w - - 0 1,qwen25,d7d5,True,False
,2R4b/b3pn1b/p5n1/1qNB4/1k3n2/7K/2B3bp/6RN w - - 0 1,qwen25,d5d4,True,False
,R4B1q/1R6/2R1r1bK/b2bbq1p/2q1BN2/Pn6/2k5/5B2 w - - 0 1,qwen25,d5d4,True,False
,2q1K2k/1N2n2Q/5B2/5R2/5B2/8/6n1/1nQ2Q2 w - - 0 1,qwen25,d7d5,True,False
,3nN3/3N3p/n3p3/3k4/1B1K1b2/8/Q1B4p/5b2 w - - 0 1,qwen25,d2d4,True,False
,b7/3NN3/5r2/2qPk3/3Q3B/Np2BPNp/b3q1K1/8 w - - 0 1,qwen25,d5d4,True,False
,5bR1/pr2n1qp/2P2nkr/3BB3/1P2b1r1/1q6/1n2K1r1/4Q3 w - - 0 1,qwen25,d5d4,True,False
,2Q5/1N6/8/8/8/2n1k2n/K4r2/8 w - - 0 1,qwen25,d2d4,True,False
,1N6/1RKN1P2/b1q2R2/1N6/P6b/1Q2RNr1/3B2k1/1R5R w - - 0 1,qwen25,d2d4,True,False
,8/2Q2bB1/q2B2P1/4n1Q1/3NK3/2N4Q/1Q6/1n1k4 w - - 0 1,qwen25,d5d4,True,False
,3rbB2/P2pk1p1/1B5K/8/1Rp1R3/P1nr1NqB/3q2Nb/b7 w - - 0 1,qwen25,d5d4,True,False
,k7/4p3/5rRR/5B2/2N3B1/rK1B4/7Q/3R4 w - - 0 1,qwen25,h7h8,True,False
,1n6/4rN1Q/kr3P2/3K4/8/1N5B/5N2/8 w - - 0 1,qwen25,d2d4,True,False
,1B2q3/4p3/r2N4/P7/2K5/8/7k/N7 w - - 0 1,qwen25,d7d5,True,False
,1N2B3/3K4/3kN3/4N3/1P6/8/8/8 w - - 0 1,qwen25,d2d4,True,False
,3b4/2nK4/7N/3k4/8/3p4/8/6N1 w - - 0 1,qwen25,d5d4,True,False
,b4b2/8/P3bN1B/3p2q1/5Q2/5q2/1Q2Kk1P/4N3 w - - 0 1,qwen25,d7d5,True,False
,8/1Pn5/8/1Q6/6r1/5p1K/1Q6/kB6 w - - 0 1,qwen25,d7d5,True,False
,8/5B2/3k4/qPp2br1/1QbB1rK1/q3qBq1/2q2bp1/n1NbB3 w - - 0 1,qwen25,d5d4,True,False
,1n6/1Qb1r3/3k3q/1KP5/8/8/3Rn2R/n4r2 w - - 0 1,qwen25,d7d5,True,False
,Kn5Q/3B4/kp6/nnN5/1B5B/Nnn1b1R1/8/5q2 w - - 0 1,qwen25,d5d4,True,False
,R7/8/2q4K/4r3/k7/8/8/1Q1q4 w - - 0 1,qwen25,d7d5,True,False
,B2R2b1/1PK5/2p4n/1b2NP2/k5PB/4r1b1/6r1/3B1Q2 w - - 0 1,qwen25,d7d5,True,False
,3r1RR1/8/B7/1k6/1p6/3K4/3q4/2R5 w - - 0 1,qwen25,h7h6,True,False
,4QNq1/k4q2/4qrQ1/2RK4/8/1P6/B7/2q5 w - - 0 1,qwen25,h7h8,True,False
,qrqR1bnr/8/q1R5/b1k4q/8/4b3/1K4p1/1n3R2 w - - 0 1,qwen25,d7d5,True,False
,Nn5k/1P6/1B6/p7/5r2/7K/8/7q w - - 0 1,qwen25,,True,False
,5r2/8/2R2K2/3k4/4b3/8/7Q/8 w - - 0 1,qwen25,d7d5,True,False
,8/1R6/R7/4r3/8/k7/2b1K3/8 w - - 0 1,qwen25,d5d4,True,False
,2R5/1r4kK/n1nq4/4Q3/1b1p2p1/p1p4b/3P3N/1Q1Q1b2 w - - 0 1,qwen25,d7d5,True,False
,QQ4B1/4B3/2K5/5r2/3k4/R5Q1/3b4/2Q5 w - - 0 1,qwen25,d7d5,True,False
,4q3/RR3r2/1Q4K1/2P1b3/8/1rP1kq2/2b1Q3/r7 w - - 0 1,qwen25,d5d4,True,False
,8/8/K1r5/8/Q1np4/8/6kb/4r3 w - - 0 1,qwen25,d2d4,True,False
,4b2N/8/1p2NN1r/5b2/7N/r7/1k2P3/Bn3K2 w - - 0 1,qwen25,d5d4,True,False
,3r4/8/p6p/1Q3p2/2Qb4/3r4/2Kk4/3q4 w - - 0 1,qwen25,d5d4,True,False
,8/6r1/1B1BK1Q1/1kb1qp2/2P1b3/2qrNBRp/2R2b2/4B3 w - - 0 1,qwen25,d5d4,True,False
,1R6/5n1r/B2p2B1/8/3q2b1/1R2nPK1/1b1n1p1k/7R w - - 0 1,qwen25,d7d5,True,False
,1BN1bk2/3b4/7r/3NK1P1/5Q1Q/p3nrR1/3b4/3b1N2 w - - 0 1,qwen25,d7d6,True,False
,2b3R1/1qn3Pr/1k6/2r1B1KQ/8/2q1p3/3R4/qQR2b2 w - - 0 1,qwen25,d7d5,True,False
,1K2RN2/3b2Bq/Q7/1k1B4/rbB5/2NB1p2/5RP1/q3bq2 w - - 0 1,qwen25,d7d5,True,False
,8/8/5q2/1bN1K3/8/2k2Brp/2n4Q/8 w - - 0 1,qwen25,d5d4,True,False
,2q5/1B3P1k/pnq4N/1R4br/2B1qr1p/2QqPb1K/4nppR/2B3r1 w - - 0 1,qwen25,d7d5,True,False
,2NBq3/3K4/8/8/8/4Q3/N5B1/k1Nn1R2 w - - 0 1,qwen25,d2d4,True,False
,2n5/1Rk4N/3P1Pp1/2RPRRb1/1Q2N1rR/R1n5/8/4K1rb w - - 0 1,qwen25,d5d4,True,False
,8/8/K7/1n1p4/R3B2R/4k3/4R3/8 w - - 0 1,qwen25,d5d4,True,False
,K2k3N/2n5/1b6/8/7r/B7/1P1P3B/3n4 w - - 0 1,qwen25,d2d4,True,False
,2k4R/2r5/1Q1N4/1R1qnQ2/bp5N/2p1R1p1/r2n4/1qNK4 w - - 0 1,qwen25,d7d5,True,False
,4N3/5p2/1K1Q4/8/q5P1/1p6/1N1Qkr2/5q2 w - - 0 1,qwen25,d2d4,True,True
,bqQN4/b1b1KP2/P2P4/Q1Q3p1/1Nq2k2/6N1/1r3q2/2nN2n1 w - - 0 1,qwen25,d5d4,True,False
,2K5/4r2P/k7/8/q1b5/n7/6Q1/q4b2 w - - 0 1,qwen25,d5d4,True,False
,8/4K2N/3p2k1/Rr6/q3nn2/7P/2r5/4b2Q w - - 0 1,qwen25,d5d4,True,False
,1K6/N7/P1r4k/3q2N1/5rn1/8/1r4N1/8 w - - 0 1,qwen25,h7h6,True,False
,5r1K/1N4n1/B1B1P3/n4bPr/3N1k1q/1R1B4/1bb3n1/RQ4q1 w - - 0 1,qwen25,d7d6,True,False
,6rk/2N5/7p/2R1N2Q/p7/4P3/1n6/4K3 w - - 0 1,qwen25,d7d5,True,False
,4r1B1/p3Rrk1/4nK2/2B1r3/8/8/1n4R1/qr6 w - - 0 1,qwen25,d5d4,True,False
,R3qBb1/pB1R4/2P1q1k1/4N3/rK4P1/q4r2/1Q6/3b3B w - - 0 1,qwen25,d5d4,True,False
,2Q5/8/8/4k2Q/2Q3p1/1K6/3Pn1p1/1b6 w - - 0 1,qwen25,d2d4,True,True
,8/1r3K1b/6B1/3P3k/5B2/1R6/8/6n1 w - - 0 1,qwen25,d7d5,True,False
,8/K2R1k1n/6q1/R7/6p1/Q2P4/1r4bR/2QR2q1 w - - 0 1,qwen25,h7h5,True,False
,6Q1/3P2rn/4pb2/8/8/3N1k2/1R6/1N5K w - - 0 1,qwen25,g7g5,True,False
